id,Name,Address
12081,Wittchen,"ул. Огородная 27/29 05-092 Ломянки, Польша"
12083,March,"Ван Хогенхоуцклаан 156, 2596 ТДж Ден Хааг, Нидерланды"
12084,Capline,"РФ, Иваново, ул. Радищева, д. 8А, 1 этаж"
12085,SnowbaLL,"Франция, 93300, Убервиллие, Ру Ду Лей, 19"
12086,Hardware,"Нюрберг ЭйчРА 61718, Германия"
12087,Modo by Roncato,"Через Пиога, 91, Камподарсего, ПДН, 35011, Италия"
12088,4 ROADS,"РФ, г. Москва, Волгоградский пр-т, д. 21, стр.4"
12089,Puccini,"ул.Сзцзецинска 1Вт, 72-003 добра, Польша"
12090,International Traveller,"Корпуса сг13 вида 7нн, Хартфордшир, Хартфорд, камера дома, погони, Бизнес-Парк окопах, Джон Тейт дороге"
12091,Agelas,"РБ, г. Минск,ул. Пономаренко, д.43а, офис 7"
12092,CarryOn,Хоогевеененвег 155 2913 ЛВ Ньиверкерк-ан-ден-Эйссел Недерланд
12093,RunMi,"Пекин-Уэст-Роуд, Чаоян, Стоун Уорлд Билдинг, дом 12, блок а, Китай"
12094,Ricardo Beverly Hills,"6329 С 226 улица, Кент, ВА 98032, США"
12095,Beskin,"Россия, 197342, Санкт-Петербург, Красногвардейский пер., д.8"
12096,Griffon,"196084, г.Санкт-Петербург, ул. Заставская, д.15, лит.Б, 7-Н"
12097,Escape,"РФ, 191123, Санкт-Петербург, ул. Восстания, дом 55, лит А"
12098,Madisson,"Франция, 93301, Обервилье, Ру-де-ля-Ког"
12099,Unite Star,"Россия, г. Москва, Югорский проезд, дом 2, стр. 5, территория ""Кунцево-Электро"""
12100,Fabretti,"Контрада Санта Катерина, 12, 62010 Мольяно МЦ, Италия"
12101,Эрг-Ал,"105082, РФ, г. Москва, ул. Бакунинская, 92"
12102,Seaman,"Россия, Московская область, Наро-Фоминск, ул. Шибанкова 59"
12103,Mayfair,""
12104,ЭКТБ,"220028, ул. Маяковского, 115,  Минск, Республика Беларусь"
12105,Transworld,"Чжэцзян международный деловой Небо-Земля Я/Е ко. ЛТД. Номер 1, Ваймао Переулок Дунлу В Чжэньчжоу Цзясин Китай (Китай"
12106,Global Case,""
12107,Эверест,"№ 97 от ХаиФан дороге, Хаигонгстреет, Заречье лонгван, Вэньчжоу города. Китай"
12108,Ananda,"РФ,111399, г. Москва, Федеративный проспект, дом 5, корпус 1, этаж 1, помещение 1, комната 5в"
12109,Argo,"142701, Российская Федерация,    Московская область, Ленинский район,    г. Видное, промзона, 4-я линия"
12110,Komrad,"Россия, Ростовская область, г. Шахты, проезд мкр-н Горняк, д. 3"
12111,Сумки для всех,"220014, Республика Беларусь, г. Минск, ул. Железнодорожная 11, офис 14"
12112,Slovamix,"Паровска 22, 949 01 Нитра, Словакия"
12113,ELgreen,"690017, Россия, Приморский край, г. Владивосток, ул. Бархатная, 8"
12114,Graff Lux,"РФ, г. Краснодар, ул. Сормовская, 7"
12115,Diablo,"203 Баию Роад, Бинхаи Индустриал Зоне, Лонгwан Дистриджт, Wэнxхоу, Зхежианг, Китай"
12116,Decoroom,РФ. г. Красногорск ул. Речная д.8
12117,Kuchinox,"Польша, ул. Тварда 23/31 95-100 Згеж"
12118,Odus,"Литва, Вильнюс, 08321, Озо 4"
12119,Juguni,"140002, Московская область, г. Люберцы, Октябрьский проспект, д. 112"
12120,Gerdamix,"г. Реутов, ул. Железнодорожная, 11, оф. 2005"
12121,Eksen,"Турция, Гебзе Организовать Санайи И Текнопарк Нет:609 Гебзе Коджаэли 41480"
12122,Cron,"Промышленные лофене город,район Танся,325204 Жуйань,Китай"
12123,Jacob Jensen,"Хейлсковвей 106, ДК-7840 Хойслев, Дания"
12124,Dr.Koffer,"3887 Мэнникс езды, Неаполь, Флорида 34114, США"
12125,NDTech,"РМ.517, Нью Сити Центре, 2 Леи Ууе Мун Роад Квун Тонг, Ковлун Гонг Конг Чайна"
12126,Waterworks,"РФ, г. Краснодар, ул. Сормовская, 7"
12127,Gabol,"Испания, Валенсия, Калле Монкада Кампана 6, П. И. Монкада второй 46113"
12128,Kidsmile,"Номер 1405 Г. № 3760, Дорога Нанхуан, Биньцзян Н., Ханчжоу, Чжэцзян, Китай"
12129,VEGA,"ВИА ХХ Сеттембре, 120 - 25020 Флеро (БС), Италия"
12130,Hansa,"Сигмарингер Страссе-На 107, Д-70567 Штутгарт, Ганза"
12131,Hummel,"Д2003, Юкси Билдин, Норс Хабин Роад, Саймин Дистрикт, Сямынь, Фуцзянь, Китай"
12132,EZIchef,64-48 Стрит Гей Люссак - 94430 Ченневир Сюр Марн
12133,Presto,7 Ру Расин 92542 Монро Седе Франция
12134,Russia-Moscow,информация уточняется
12135,Арникон,"ул.Песчаная,20,п.2, 222201 Минская обл., Смолевичский р-н, г. Смолевичи, Беларусь"
12136,Армада,"РФ, г. Краснодар, ул. Сормовская, 7"
12137,Teknobili,ЧЕРЕЗ ЛАГОНЕ 32 – БОРГОМАНЕРО 28021 (НЕТ)
12138,Raf,"Липенска 49, 772 00 Оломоуц, Чешская Республика"
12139,Мак,"РФ, г. Краснодар, ул. Сормовская, 7"
12140,Cristina,"виа Г. Фава, 56 28024 Гоззано (НО) – Италия"
12141,Tornado,"РФ, г. Краснодар, ул. Сормовская, 7"
12142,Myfair,"РФ, г. Краснодар, ул. Сормовская, 7"
12143,Fantini,"Через М. Буонарроти, 4, 28010 нет Пелла, Италия"
12144,Elghansa,"Ул. Фридриха. 95, 3.ОГА, 10117, Берлин, Германия"
12145,Fir,"Через Боргоманеро, 6, 28010, Ваприо д'агогна, так, (нет) Италия"
12146,GRB,"Алаун 19, площадь, 50.197 Сарагоса, Испания"
12147,Eleanti,"РФ, 140002, Московская область, г.Люберцы, Октябрьский проспект, д. 112"
12148,Mynah,информация уточняется
12149,E.C.A.,Кемералти САПР. Уммэан нет: 17/2 34425 Каракей/Стамбул
12150,Jado,"Шоссе де Вавр, 1789 поле 15, 1160 Брюссель, Бельгия"
12151,Ригель-Сиб,"664033, Российская Федерация, г. Иркутск, ул. Энергетиков, 3А"
12152,Sweberg,"2-й этаж Xихуйинюан дом Жэньминь (Вт) дорога, город Вэньчжоу провинции Чжэцзян 325000,, Китай"
12153,Сатурн,"РФ, г. Краснодар, ул. Сормовская, 7"
12154,Keil,"129515, г.Москва, ул. Академика Королева, д.13"
12155,Brend,"РФ, Ростовская область, город Шахты, ул. Степная, 66-68"
12156,Emmevi,"Через Бругхиере, 38, 28017 Сан-Маурицио-Д'опальо нет, Италия"
12157,Roberto Crolla,"Через пещеру Делле, 9 28010 Альзо [нет] - Италия"
12158,Feofanis,"Крупнейшей Обыкновенной Липой 7, 11415 Таллинн, Эстония"
12159,Rasbach,"РФ, Ростовская область, город Шахты, ул. Степная, 66-68"
12160,Osgard,"Швеция, Гётеборг, Сегларег гатан, 8 Осгард, АБ"
12161,Berholm,"Лергравсей 53, Копенгаген С, Дания 2300"
12162,Jorger,"Сецкенхеимер Ландштрассе 270-280, 68163, Мангейм, Германия"
12163,THG,"35, Рю Тоурниере, Бетанкур-сюр-Мер, Б. П. 80212, 80535 Фривиль Седекс, Франция"
12164,OXO,"Зоны Дэтянь, в саншуи, городе Фошан, Гуандуне, Китае"
12165,Vri,""
12166,Белэкспоформ,"ул. Владимирова, д. 12Б, г. Гомель, Гомельская обл., РБ"
12167,Две Линии,"659322, Россия, Алтайский край, г. Бийск, ул. Социалистическая, дом 11, строение 1"
12168,Riley,"Юнит 12Б, Симондклифф Вэй, Сэвэн Бридж Индастриал Истэйт, Портскьюетт, Калдикот НП26 5ПВ, Великобритания"
12169,Эко Тандыр,"РФ, 450030, Республика Башкортостан, Уфа, ул. Фурманова 75, корп. Б"
12170,Fornetto,134 зале улице Спотсвуд 3015 Виктория АВСТРАЛИЯ
12171,Сучасны Грыл,"Заправка Юнайтед Компани, Минск, пр. Победителей, д. 102"
12172,Cobb,Пересечение блок Е Кучера КНП Питер место и Брайан-стрит Брайанстон Южная Африка
12173,Nail Power,"Ворлд Трейд Центр, 371-375, Хуанши Донг Роад, Гуанчжоу, 510095, Китай"
12174,Ферропласт,"152260, Ярославская область, Некрасовский район, пос. Приволжский"
12175,Polarus,"192012, Россия, Санкт-Петербург, территория Усть-Славянка, Советский проспект 49М"
12176,Codyson,"2/Ф, Б и 3/Ф, Ист А, Минлида Индастриал Билдинг, зэ 4 Блок, Гонкуалинг Индастриал Зона, Ксили, Наншан Дистрикт, Шэньчжэнь, Гуандун Провинция, 518055, Китай"
12177,Germix,"Юнит 2117, Соус Тавер, Ворлд Трейд Центр, 371-375 Хуанши Донг Роад, Гуанчжоу, 510095, Китай"
12178,RestArt,"Китай, 15и, блок С, Нео билдинг, Че гонг дистрикт"
12179,MDHL,"Китай, А4113 №280-1 Жонгсан Ист Роуд, Хуангпу дистрикт, Китай"
12180,Richter,"389 Цзиньчэн РД., чжаоюань, Шаньдун, Китай 265400, китай"
12181,Smile Light,"223053, Минская область, Минский р-н., Логойский тракт 50 (сразу за Кольцевой дорогой), главный корпус, каб.301"
12182,Геспертех,"222369 Минская область, Воложинский район, Раковский с/с, д.Новый Двор, д.7, к.1-5"
12183,Anhui T-Care,"Китай, Но 17 А Дистрик, Шуангчуанг Индастриал Парк, Анхуи Провинс, Дуб Лимитед, Рм.2107, Липпо Цэнтр Тауэр 2, 89 Куинсвэй, Гонконг"
12184,ЧТУП Татьяна,"РБ, г. Минск, Янки Лучины, 64-50"
12185,Модный текстиль,"Беларусь, 220036 г. Минск, ул. Коржа, 14"
12186,IQAir,"Блюмендфельдштрассе 10, 9403, Голдах, Швейцария"
12187,Petwant,"508-511, 5/Ф, Хуа Фенг СОХО Инновейшн Ворлд, Баоан, Шеньжен, Китай"
12188,Sun Delight,"12/ф, Бэйлинг билдинг, 143 Луиронг Роуд, Гуанчжоу, Китай"
12189,Lansinoh,"333 Северная улица Фэрфакс, Люкс 400, Александрия, Вирджиния 22314, США"
12190,Recording Tools,"Шарфеншлоссштрассе 10, 70469, Штутгарт, Германия"
12191,Stelberry,"РФ, 111141, г. Москва, 2-ой проезд Перова поля, дом 9, строениек 6"
12192,LD Systems,"407 Сад Оакс Хьюстон, Штат Техас 77018"
12193,Bespeco,60022 Кастельфидардо (это) - Италия
12194,MicGeek,"Китай, Шэньчжэнь, Бао'ан Дистрикт, Баоксинг Вэст Роад, ВанДжун Коммершл Билдинг, Блок 1, 1/Ф"
12195,JZ Microphones,СИА ЮЖД микрофоны Марупе улица Гауяс 30 ЛВ-2167 Латвия
12196,ART,"США, 4625 Витмер промышленной недвижимости, Ниагара-Фолс, Нью-Йорк 14305"
12197,sE Electronics,"3 охотничьих ворот, Хитчин, Хартфордшир, СГ4 0ТЙ, Великобритания"
12198,IVUE,"123290 г.Москва, 1-ый Магистральный тупик 5А"
12199,NewSich,"220019, г.Минск, 4-ый пер. Монтажников, 5-16220019, г.Минск, 4-ый пер. Монтажников, 5-16"
12200,Электроисточник,"ул. Рабочая, д. 205, г. Саратов, 410071, Россия"
12201,Tyumen Battery,"РФ, 625001, г.Тюмень, ул.Ямская, 103"
12202,Red Energy,"Ищите Индстриал Района, Города Шэньчжэнь, Шэньчжэнь, Китай 518120"
12203,Loxa,"ул. Мысзковска 61, 42-310, жарки -, Польша"
12204,Кайзер,"РФ, Краснодарский кр, Динской район, пос. Агроном, ул. Гаражная, д. 1Б/3"
12205,Stalker,"ул. Строителей, 96, Йошкар-Ола, Респ. Марий Эл, Россия, 424007"
12206,МеталЮр,"РФ, Московская область, город Климовск,ул. Краснозвездная д.15"
12207,Сталлер,"РБ, 223710, Минская обл, Солигорский р-н, Солигорск г, Л.Комсомола ул., дом № 40, оф.27/1"
12208,МЕДВЕДЕВ И К,"220141, г. Минск, пр-т Независимости, д.168, кор.1, пом.120"
12209,Fox,"Ул. Шоса Гданьская, 22, Польша"
12210,Авитрон,"450065, Башкортостан, г. Уфа, ул. Димитрова, 250"
12211,Maruchi,""
12212,Хорс-Моторс,"РБ, г. Гомель, пр-т Октября, 27"
12213,Титан Мета,"Россия, г. Москва в Московской области, ул. Электродная, д. 11"
12214,Razak Plast,"Иран, Техран Провинcе, Техран, Дистрикт 21"
12215,ТитанМетаБел,"220053 Беларусь, г.Минск, Старовиленский тракт, д.87, каб.210"
12216,Sulo,"Бундер Штрассе 85, Херфорд, 32051, Германия"
12217,Еманжелинский ремонтно-механический завод,"456580, Челябинская обл., г. Еманжелинск, ул. Жукова, 54"
12218,D-POL,"224029, Республика Беларусь, г. Брест, ул. Коммерческая 17В"
12219,Туламашзавод,"300002, РФ, г. Тула, ул. Мосина, 2"
12220,ЧПО им. В.И.Чапаева,"428006, РФ, г. Чебоксары, ул. Социалистическая, 1"
12221,Mondo,"Пьяццале Е. Строппиана, 1, 12051 Галло, Кунео, Италия"
12222,Лоцман,"РФ, 450022, г. Уфа, ул. Менделеева, 134"
12223,Лоцман,"РФ, 450022, г. Уфа, ул. Менделеева, 134"
12224,Aqua-Storm,"Украина, г. Днепропетровск, пр. Гагарина, 173, кв. 5"
12225,BARK,"Украина, 49051 г. Днепропетровск ул. Винокурова, 1г"
12226,Wellboat,"РФ, 187026, Ленинградская область, Тосненский район, г. Никольское, Ульяновское шоссе, д. 15Ц. Территория ФГУП ЛЗ ""Сокол"""
12227,Rusboat,"РФ, г. Уфа, ул. Менделева 134/1"
12228,Аква,"5, Индустриальное ш., 112, Уфа, Респ. Башкортостан, Россия, 450027"
12229,Ривьера,"5, Индустриальное ш., 112, Уфа, Респ. Башкортостан, Россия, 450027"
12230,Таймень,"РФ, 450027, г. Уфа, ул. Шоссе Индустриальное, 112, корп. 5"
12231,Adventure,"Украина, 04176, Киев, ул. Электриков, 26, корпус 42"
12232,Пилот,"РФ, 450022, г. Уфа, ул. Менделеева, 134"
12233,Посейдон,"РФ, 190005, г. Санкт-Петербург, ул. 6-я Красноармейская, 10, литер. А п. 5Н"
12234,Flinc,"РФ, Санкт-Петербургул. Благодатная, д.4"
12235,Румб,"РФ, 450022, г. Уфа, ул. Менделеева, 134"
12236,Prof Marine,"РФ, г. Санкт-Петербург, ул. Гельсингфорсская, д.3"
12237,Albatros,"РФ, Санкт-Петербург, пр. Полюстровский,  72"
12238,BoatsMan,"РФ, Санкт-Петербургул. Благодатная, д.4"
12239,Elling,"Украина, г. Мариуполь, ул. Апатова, 147"
12240,Solar,"Россия, Новосибирская Область, г.Бердск, ул. Ленина 89/6"
12241,Феникс,"РФ, Санкт-Петербургул. Благодатная, д.4"
12242,FORT boat,"РФ, Санкт-Петербургул. Благодатная, д.4"
12243,Leader,"Россия, г. Санкт-Петербург, 198320, Красное Село, Кингисеппское шоссе, 53-А"
12244,Групер,"РФ, 195030, г. Санкт-Петербург, ул. Потапова, д. 2"
12245,Аква-Мастер,"5, Индустриальное ш., 112, Уфа, Респ. Башкортостан, Россия, 450027"
12246,Meteor,"Польша, Люблин, Мелгиевска 30 Д, 20-234"
12247,Жерех,"РБ, 22252 Минская область, г.Борисов, ул. Демина д. 13, пом 2"
12248,Silverado,"199106, Г РФ, Санкт-Петербург, пр-т Средний, 86"
12249,Picooc,"Помещение 309, здание С, №28, Синьеку Аутер Стрит, район Сичэн, Пекин, Китай"
12250,Злата,"456208, Российская Федерация, Челябинская область, г. Златоуст, Парковый проезд,1"
12251,Kada,"1, 2Ф, Йугуй Роад, 88-1, Ченгси Нью Зон, Юнгканг, Чжецзян, Китай"
12252,Greentest,"№6А, 6-ой этаж, Наныян Фенджи Маншн, Наншан эвенью, Наншан дистрикт, Шеньжень, Китай"
12253,Feisty Pets,"Рум 1906, 4 Билдинг №126, Ист Оф Шифоинг, Чаоянг Дистрикт, Пекин, Китай (Китай)"
12254,Moose,"29 Гранд Шельтенхэм, Мельбурн, Виктория 3192, Австралия"
12255,World of Tanks,"Импортер: РБ, 220141 г. Минск, ул. Ф. Скорины 52, кор. В ИИИ-7, ком.1"
12256,Крошка,"A64, 264419, Кюную Роад, Дженши Таун, Вейхай Сити, Шандонг, Китай"
12257,Sinil,""
12258,MSD,""
12259,Novartis,""
12260,Dolorgiet,""
12261,РИФ,"300016, г. Тула, ул. Н. Островского, 63"
12262,Пожтехника,"РБ, 210602, г. Витебск, ул. М. Горького, 145"
12263,Yamata,"3450 СЗ 114, Авенуе, Майами, ФЛ, 33178, США"
12264,Anysew,"РМ.409,Ноутбука Корп. Состояние,334 Фэн Ци РД., Ханчжоу-310003, Китай"
12265,Anysew,"РМ.409,Ноутбука Корп. Состояние,334 Фэн Ци РД., Ханчжоу-310003, Китай"
12266,Dexen,"231800, Республика Беларусь, Гродненская обл., г.Слоним, ул.Красноармейская 73 г"
12267,Salamander,"Якоб Сигле-Штрассе 58, Д-86842 Турхеим/Унтераллгау, Германия"
12268,Kod Kod,"Магшимиме Мошав, Израиль"
12269,Hicreate,"Ном. 88 Ванксин Роад, Сити Таун, Дануанг Сити, Провинция Джиангсу, Китай"
12270,Origami Game,"123317, Москва, Пресненская набережная, д. 6, стр. 2, помещение № 23"
12271,AV Editions,""
12272,BombatGame,"07540, Украина, Киев, м. Березань, ул. Фрунзе, 50"
12273,Mindtwister,"5090 Каминито Еxqуиисито, Сан-Диего, ца 92130, США"
12274,MVP-Games,"119296, Россия, г. Москва, ул. Молодёжная, д. 5, кв. 128"
12275,Dodo,"ул. Северина Потоцкого, д. 38 А, г. Харьков, Украина"
12276,Bubble,"Москва, ул. Бутырский Вал,  д. 68/70,стр. 1"
12277,нАш,"Народный б-р, 82, Белгород, Белгородская обл., Россия, 308009"
12278,Matabi,"Баррио Антигуа, 4, 20577 Антзуола, Гипускоа, Испания"
12279,IK,"Баррио Антигуа, 4, 20577 Антзуола, Гипускоа, Испания"
12280,Union,""
12281,Горизонт,"Украина, 61017, г. Харьков, Ул. Котлова, 106"
12282,Jia Hang,"ФЛ2ХОУСЕ Юлин компьютинг РД, в ченгхаи,Шаньтоу,Гуандун,Китай"
12283,PRAS,"РБ, Минск, ул. Восточная, 129, офис 217"
12284,ТермоКварц,"РФ, 127276, Московская обл., г. Видное, Белокаменное шоссе, владение 14"
12285,Инкор,"РФ, 170001, г. Тверь, пр-т. Калинина, д. 9Б, оф. 1, 2"
12286,Noirot,"Франция, бульвар 107 Нея - 75018 Париж"
12287,QSUN,""
12288,Bartolini,"Италия, 06083 Спелло (Перуджа), через г. Ди Витторио, 19"
12289,Солярогаз,"Россия, 440003, г. Пенза, 2-й пр. Молокова, 9"
12290,Sigma Volt,"141006, Россия, МО., г. Мытищи, 159-й проезд, вл.4, стр. 1, оф.42"
12291,Mollyflex,"Через Карпенедоло, 87, 46043 Кастильоне-Делле-Стивьере млн, Италия"
12292,Mitakon,"Нет.1 ХОНГХУ ОДНА УЛИЦА,ЭКОНОМИЧЕСКОГО И ТЕХНОЛОГИЧЕСКОГО РАЗВИТИЯ РАЙОНА,ГОРОДА ШЭНЬЯН ПРОВИНЦИИ ЛЯОНИН,КИТАЙ"
12293,Laowa,"Анхуи ЧБуилдинг 5, УСТЦ Алумни Инновейшн Парк, Кроссинг оф Тианшуи анд Таихе Роад, Луыанг Дистрикт, Хефеи , Анхуи, Китай"
12294,МастерЛето,"РФ, 127006, г. Москва, ул. Садовая-Триумфальная, д. 16, строение 3"
12295,ALMAC,"РФ, 390039, ОБЛАСТЬ РЯЗАНСКАЯ, ГОРОД РЯЗАНЬ, УЛИЦА ИНТЕРНАЦИОНАЛЬНАЯ, 16"
12296,Avelux,"РБ, г.Гродно, ул. Кабяка 33-39"
12297,B&T,"РБ, г. Минск, ул. Кнорина, д. 50, к. 302 А"
12298,Rodcraft,"Вашутинское шоссе, 15, Химки, МО, Россия"
12299,ТЗК,"634059 г. Томск, ул. Витимская 1/2, РФ"
12300,Sponge,"Зыгио г. 93-44, Вильнюс, Литва"
12301,Hepu,"Ам Улице Креузвег 2, 32689 Каллеталь-Хохенхаусен, Германия"
12302,Eurofreeze,"223036, Республика Беларусь, Минская область, г. Заславль, ул. Заводская, 1-10г"
12303,Patron,"РБ, Минский район, поселок Привольный, ул. Мира 2А"
12304,Экология,"Россия, 302020, г. Орел, ул. Наугорское шоссе, д.5"
12305,Venta,"Велтестрассе 5, 88250 Вайнгартен, Германия"
12306,LEDeffect,"115201, Россия, город Москва, Каширский проезд, дом 13, строение 2, комната 35"
12307,Cuchen,"Бубанг Б/Д 4Ф, Самсунг-Ро 528, Каннамгу, Сеул, Республика Корея"
12308,Winix,"2500 У. Хиггинс РД. 610Хоффман усадьбы люкс, Ил 60195, США"
12309,Hoko,"613, Тайнан Роуд, Донгчонг Таун, Нанша дистрикт, Гуанчжоу, Китай"
12310,Ozon Zevs,"620014, Россия, Свердловская область, город Екатеринбург, ул. Хомякова, д. 16, кв. 4"
12311,Airfree,"Руа Джульета Феррао 12, 1600-131 Лисбоа, Португалия"
12312,Ultrafor,"630099, Новосибирская область, г. Новосибирск, ул. Красный проспект, 17/1, 6 этаж"
12313,Lumiix,3500 Центервиль Рд Вилмингтон ДЕ 19807 США
12314,Техноприбор,"РБ, 212030, г. Могилев, ул. К.Маркса, 23"
12315,Aspen Pumps,"Соединенного Королевства, вершина пути, Хейлшем, Восточный Сассекс, БН27 3ВА"
12316,Mr.Pump,"Россия, Центральный федеральный округ,   Московская обл., Ленинский р-н, д. Пуговичино, вл8"
12317,AquaTechnica,"промышленная зона Циньсян, Фуань, Фуцзянь, Китай"
12318,Refco,"Индустриештрассе 11, 6285 Хитцкирх, Швейцария"
12319,Lukey,"899 Жифанг Бей Рд., Гуанчжоу, Китай, п/я 510040"
12320,ПК Феникс,"Нехинская улица, 61Д Россия, Новгородская область, Великий Новгород"
12321,Tramp Lite,"РФ, Московская область, ул. Садовая, д. 5, корп. 1, пом.2"
12322,Стэк,"РФ, 620034, г. Екатеринбург, ул. Черепанова, 24-110"
12323,Теплоприбор,"РБ, 225209, Брестская область, г. Береза, ул. Ленина, 100"
12324,Гродноторгмаш,"230023, г. Гродно, ул. Тимирязева, 16"
12325,Юнкер,"347902, Россия, Ростовская область, г. Таганрог, ул. Трудовых резервов 10, офис №200"
12326,BellaGas,"Беларусь, 223053, деревня Боровляны, улица Первомайская, дом 25Б"
12327,Mora-Top,"Чехия, Опавска 1000, 747 41 Градец над Моравичский "
12328,Kimbo,"Виа Аппиа км. 22, 648 80017 Мелито-ди-Наполи (АН), Италия"
12329,Vidivi,"Виа Калкинес, 60, 37030 Колоньола-аи-Колли, Италия"
12330,Аудиокабель,""
12331,DL-LINK,"Этаж 3, Корп. Б2, Ёуганпу Анда Син. Зоне, Фэнгана, Дунгуань, Гуандун, Китай (Материк)"
12332,Deps,"г. Минск, ул. Каруся, 2"
12333,TV-COM,"Гуанчжоу, провинция Гуандонг, Китай"
12334,BaseLevel,""
12335,SCP,"3490 ЕО 30-й пр., Даниа-Бич, ФЛ 33312"
12336,Profit,"Сиган, Дунгуань, Гуандун, Китай"
12337,ddHiFi,"Китай, Гуандун, Гуаньчжоу, Наньша дистрикт, Хайбан № 1 роад"
12338,Shinybow,"9Ф г. № 63, Югуанг РД., Чун Хо, Тайбэй 23543"
12339,VIA Labs,"7Ф., № 529-1, Жонгженг Рд., Синьдянь Дист., Нью Таипеи Сити 231, Тайвань"
12340,AMP,"107564, г. Москва, ул. Краснобогатырская, д. 2, стр. 1, кабинет 34"
12341,Topk,"7-15, 2 этаж, строение 1, Йонглида Сайнс энд Технолоджи Парк, Нанченг Стрит, Донггуан, Гуандонг, Китай"
12342,Neutrik,Шаан им-Альтен-Рит Лихтенштейн 143 9494 
12343,WyreStorm,"22 Эрго Бизнес-Парк Келвин дороге, Греенбридге Свиндон, СН3 3ЙВ, Великобритания"
12344,RuiChi,"Хуацян площадь Д, 8А , хуаqианг Севера, футиан округа, города Шэньчжэнь, провинция Гуандун, Китай"
12345,Wire Storm,"2Ф Фэктори Билдинг, 23 Хенбьянцзы Стрит, Байцзао Индастриал Девелопмент Зон, Доумэнь, Гуандун, 519125 Китай"
12346,Sommer Cable,Хумболдтстрасе 32-36 75334 Страубенхардт/ Германия
12347,SC&T,"10Ф г. № 493, Чунг-Чэн РД., Хсин-Тиен Н., Новый Тайбэй 231, Тайвань"
12348,OK-net,"144, Николаевская дорога, г. Одесса, 65013, Украина"
12349,Nanoxia,"1370 Волли Виста Драйв, Сьют 200, Даймонд Бар, СА 91765, США"
12350,Adaptec,"1 предприятия, Алисо Вьехо, Калифорния 92656, США"
12351,Смарткип,"Фабричная ул., 6, Москва, Россия, 125430"
12352,Omega Computer,"Калле Пикос-де-Эуропа, 9 польск. Инд. Сан-Фернандо ИИ 28830 Сан Фернандо де Энарес, Мадрид - Испания"
12353,M-acs,"РБ, г. Минск, бульвар Шевченко, д.11, 3П"
12354,DeLOCK,"Беесковдамм 13/15, 14167 Берлин, Германия"
12355,Helukabel,"Дизелштассе 8-12 - 71282 Хемминген, Германия"
12356,Lenkeng,Западной культуры 4Ф Йингуангxиа & технопарк 3 Гуангxиа дороге Шэньчжэнь Гуандун Китай
12357,Atlona,"70 Дажжетт Драйв Сан Джос, CA 95134, США"
12358,Molex,"2222 Веллингтон суд, Лайл, Иллинойс 60532-1682 США"
12359,GPRS-modem,"117105, г. Москва, 1-й Нагатинский проезд, дом 2, строение 34, этаж 1, пом. Второй, ком. 16"
12360,Skynet Cable,"РФ, Нижний Новгород, ул. Адмирала Нахимова, 13"
12361,BKT Elektronik,"ул. Ошковска 69, Быдгощ, Куявско-Поморское, 85-395, Польша"
12362,Klotz,"Йохан Себастьян Бах Штрасе 36, 85591 Фатерштеттен, Германия"
12363,Belden,"7701 Форсайт бульвар Люкс ул. 800-Луис, Миссури 63105 США"
12364,ACC,"1816 -25 Авеню, Северо-восточный Калгари, AB T2E 7K1, Канада"
12365,Союз-Кабель,"Республика Беларусь, 210602, г. Витебск, проспект Фрунзе, 83в"
12479,Совушкина лавка,"г. Волгоград, Ул. 70 лет Победы д 4"
12366,W&T,"Комната 3303, Плаза Д3, Сикси Форен Трейд Индастри Зон, Хайтонг Роад, Сикси, Жейянг, Китай"
12367,Fonestar,"Полигоно Трасцуето - 39600 Ревилья де Камарго, Кантабрия (Испания)"
12368,Neomax,""
12369,Roxo,"Номер 2606-2608 № 38 От Здания XинЧенДиЙинг, Хутан , Вуджинг, Чанчжоу, Китай"
12370,Brand-Rex,"Полей промышленной недвижимости, Гленротс КЫ6 2РС, Великобритания"
12371,Moisture,"РБ, г. Минск, ул. Розы Люксембург, 195-34"
12372,ANC,"247760, Гомельская область, Мозырский район, д. Бибики, ул. Школьная 14"
12373,Behpex,"Дом на 128-129-й,Пингхуан промышленный город,Пиншань,Заречье лонгганг, Шэньчжэнь,Китай"
12374,Ptsaying,"Китай (материк), Гуандун, Шэньчжэнь, 2-ой этаж,здание Руибанг 3# ,промышленный парк Тангтоу, городок шиян, Заречье баоан; индекс: 518108"
12375,ITOO,"Шэньчжэнь, Гуандун"
12376,ККЗ,"249841, РФ, Калужская область, д. Жилетово, дом 14а"
12377,Sparks,"Великобритания, графство Беркшир, город Рединг, район Олдермастон, Каллева Парк, Юпитер Хаус, 5"
12378,EasyCap,"США, Орегон, Портленд"
12379,Native Union,"Китае, Гонконге, Азиатско-Тихоокеанском номер 4-5, 21Ф нам Ву Гонг дом 148 Винг Лок стрит Шенг Ван"
12380,Digi,"9350 Эксельсион Блвд Сте 700 Хопкинс, Минессота, США"
12381,EXPERTS,"Импортер: 223028, Республика Беларусь, Минская обл., Минский район,  Ждановичский с/с, д. Каменная Горка, ул. Магистральная, 14-1"
12382,FST,"Хенервег 2-4, 69465 Ванхайм, Германия"
12383,Kramer Electronics,"3 АМ Веоламо улица, Иерусалим, 9546303"
12384,Alencom,"г. Москва, г. Зеленоград, Проектируемый проезд 707, 48А"
